0	0
0.002	4.22641e-11
0.004	8.24663e-10
0.006	5.30686e-09
0.008	2.08844e-08
0.01	6.15988e-08
0.012	1.50338e-07
0.014	3.21021e-07
0.016	6.20774e-07
0.018	1.11207e-06
0.02	1.87485e-06
0.022	3.00864e-06
0.024	4.63456e-06
0.026	6.89736e-06
0.028	9.96741e-06
0.03	1.40426e-05
0.032	1.935e-05
0.034	2.6148e-05
0.036	3.47276e-05
0.038	4.54144e-05
0.04	5.85696e-05
0.042	7.45919e-05
0.044	9.39185e-05
0.046	0.000117026
0.048	0.000144432
0.05	0.000176695
0.052	0.000214417
0.054	0.00025824
0.056	0.000308852
0.058	0.000366981
0.06	0.0004334
0.062	0.000508923
0.064	0.000594408
0.066	0.000690751
0.068	0.000798891
0.07	0.000919803
0.072	0.0010545
0.074	0.00120403
0.076	0.00136948
0.078	0.00155196
0.08	0.00175261
0.082	0.00197259
0.084	0.00221309
0.086	0.00247532
0.088	0.0027605
0.09	0.00306986
0.092	0.00340464
0.094	0.00376607
0.096	0.0041554
0.098	0.00457385
0.1	0.00502265
0.102	0.00550299
0.104	0.00601605
0.106	0.00656298
0.108	0.0071449
0.11	0.00776288
0.112	0.00841796
0.114	0.00911112
0.116	0.00984329
0.118	0.0106153
0.12	0.0114281
0.122	0.0122822
0.124	0.0131783
0.126	0.0141171
0.128	0.015099
0.13	0.0161244
0.132	0.0171936
0.134	0.0183068
0.136	0.0194641
0.138	0.0206654
0.14	0.0219108
0.142	0.0231998
0.144	0.0245323
0.146	0.0259077
0.148	0.0273254
0.15	0.0287849
0.152	0.0302852
0.154	0.0318254
0.156	0.0334046
0.158	0.0350216
0.16	0.0366751
0.162	0.0383638
0.164	0.0400861
0.166	0.0418405
0.168	0.0436253
0.17	0.0454388
0.172	0.0472791
0.174	0.0491443
0.176	0.0510322
0.178	0.0529409
0.18	0.0548681
0.182	0.0568117
0.184	0.0587694
0.186	0.0607387
0.188	0.0627175
0.19	0.0647032
0.192	0.0666935
0.194	0.0686859
0.196	0.070678
0.198	0.0726673
0.2	0.0746515
0.202	0.0766282
0.204	0.0785948
0.206	0.0805491
0.208	0.0824888
0.21	0.0844117
0.212	0.0863154
0.214	0.0881978
0.216	0.0900569
0.218	0.0918907
0.22	0.0936972
0.222	0.0954746
0.224	0.0972211
0.226	0.0989352
0.228	0.100615
0.23	0.10226
0.232	0.103867
0.234	0.105437
0.236	0.106967
0.238	0.108457
0.24	0.109907
0.242	0.111314
0.244	0.112678
0.246	0.114
0.248	0.115278
0.25	0.116513
0.252	0.117703
0.254	0.118849
0.256	0.119951
0.258	0.12101
0.26	0.122024
0.262	0.122995
0.264	0.123923
0.266	0.124809
0.268	0.125653
0.27	0.126455
0.272	0.127217
0.274	0.127939
0.276	0.128623
0.278	0.129269
0.28	0.129878
0.282	0.130451
0.284	0.130989
0.286	0.131494
0.288	0.131966
0.29	0.132407
0.292	0.132818
0.294	0.1332
0.296	0.133555
0.298	0.133883
0.3	0.134187
0.302	0.134466
0.304	0.134723
0.306	0.134958
0.308	0.135173
0.31	0.135369
0.312	0.135547
0.314	0.135708
0.316	0.135854
0.318	0.135985
0.32	0.136103
0.322	0.136208
0.324	0.136302
0.326	0.136384
0.328	0.136458
0.33	0.136522
0.332	0.136578
0.334	0.136627
0.336	0.136669
0.338	0.136705
0.34	0.136736
0.342	0.136763
0.344	0.136785
0.346	0.136803
0.348	0.136819
0.35	0.136831
0.352	0.136841
0.354	0.136849
0.356	0.136856
0.358	0.136861
0.36	0.136865
0.362	0.136867
0.364	0.136869
0.366	0.136871
0.368	0.136872
0.37	0.136873
0.372	0.136873
0.374	0.136873
0.376	0.136874
0.378	0.136874
0.38	0.136874
0.382	0.136874
0.384	0.136874
0.386	0.136874
0.388	0.136874
0.39	0.136874
0.392	0.136874
0.394	0.136874
0.396	0.136874
0.398	0.136874
0.4	0.136874
0.402	0.136874
0.404	0.136874
0.406	0.136874
0.408	0.136874
0.41	0.136874
0.412	0.136874
0.414	0.136874
0.416	0.136874
0.418	0.136874
0.42	0.136874
0.422	0.136874
0.424	0.136874
0.426	0.136874
0.428	0.136874
0.43	0.136874
0.432	0.136874
0.434	0.136874
0.436	0.136874
0.438	0.136874
0.44	0.136874
0.442	0.136874
0.444	0.136874
0.446	0.136874
0.448	0.136874
0.45	0.136874
0.452	0.136874
0.454	0.136874
0.456	0.136874
0.458	0.136874
0.46	0.136874
0.462	0.136874
0.464	0.136874
0.466	0.136874
0.468	0.136874
0.47	0.136874
0.472	0.136874
0.474	0.136874
0.476	0.136874
0.478	0.136874
0.48	0.136874
0.482	0.136874
0.484	0.136874
0.486	0.136874
0.488	0.136874
0.49	0.136874
0.492	0.136874
0.494	0.136874
0.496	0.136874
0.498	0.136874
0.5	0.136874
0.502	0.136874
0.504	0.136874
0.506	0.136874
0.508	0.136874
0.51	0.136874
0.512	0.136874
0.514	0.136874
0.516	0.136874
0.518	0.136874
0.52	0.136874
0.522	0.136874
0.524	0.136874
0.526	0.136874
0.528	0.136874
0.53	0.136874
0.532	0.136874
0.534	0.136874
0.536	0.136874
0.538	0.136874
0.54	0.136874
0.542	0.136874
0.544	0.136874
0.546	0.136874
0.548	0.136874
0.55	0.136874
0.552	0.136874
0.554	0.136874
0.556	0.136874
0.558	0.136874
0.56	0.136874
0.562	0.136874
0.564	0.136874
0.566	0.136874
0.568	0.136874
0.57	0.136874
0.572	0.136874
0.574	0.136874
0.576	0.136874
0.578	0.136874
0.58	0.136874
0.582	0.136874
0.584	0.136874
0.586	0.136874
0.588	0.136874
0.59	0.136874
0.592	0.136874
0.594	0.136874
0.596	0.136874
0.598	0.136874
0.6	0.136874
0.602	0.136874
0.604	0.136874
0.606	0.136874
0.608	0.136874
0.61	0.136874
0.612	0.136874
0.614	0.136874
0.616	0.136874
0.618	0.136874
0.62	0.136874
0.622	0.136874
0.624	0.136874
0.626	0.136874
0.628	0.136874
0.63	0.136874
0.632	0.136874
0.634	0.136874
0.636	0.136874
0.638	0.136874
0.64	0.136874
0.642	0.136874
0.644	0.136874
0.646	0.136874
0.648	0.136874
0.65	0.136874
0.652	0.136874
0.654	0.136874
0.656	0.136874
0.658	0.136874
0.66	0.136874
0.662	0.136874
0.664	0.136874
0.666	0.136874
0.668	0.136874
0.67	0.136874
0.672	0.136874
0.674	0.136874
0.676	0.136874
0.678	0.136874
0.68	0.136874
